,type,x,y
24,3,59.43813505232497,308.28782735505376
25,3,42.833755887783774,300.77691402982674
26,3,69.73614087398933,294.13265205091125
27,3,37.60263815792069,319.45051827593375
28,3,35.8617957242549,320.6417681488991
29,3,35.91526123289067,287.34863769497144
30,3,63.93772649984523,285.3967189975603
31,3,53.547076509443194,307.8594216042019
32,3,64.7293247674438,302.27809774399293
33,3,72.98318002020842,323.93535451389823
34,3,30.513119976985752,287.3265357135783
35,3,42.4767810240574,289.6768042785546
36,3,44.63633375431662,328.3014207076068
37,3,67.56798135023989,311.5466840885686
38,3,42.00743080592119,289.2760982001403
39,3,23.292882497886318,322.1678623573786
40,3,64.08020923608946,316.0772962548293
41,3,26.968924923359907,304.262725945057
42,3,41.97594971145466,318.31716295147936
43,3,58.30636056858549,278.3422823376831
44,3,23.917247021839128,286.8357304307655
45,3,35.43087564543426,278.3380971263351
46,3,59.48253143439926,311.7146251838081
47,3,39.61892473247042,308.2311127897065
48,3,57.554831555451784,287.247697221533
49,3,25.94624065423526,286.2089485000866
50,3,59.13336553419586,280.7740792831245
51,3,53.80091687641234,311.8861592527887
52,3,37.34255016257489,288.41352673362826
53,3,43.793851870953304,304.2725598192246
54,3,35.90486565255858,279.2031768550767
55,3,33.08590755934201,307.44777933154245
56,3,32.74388776388243,282.3373606914169
57,3,66.49129691651645,290.3838069875942
58,3,69.62368520861426,293.8869053620923
59,3,24.606954658564486,287.2439636221797
60,3,31.02054547940894,323.63685677525257
61,3,33.11813913082062,293.0964409684902
62,3,72.15157984610462,304.77972120131653
63,3,53.57827432219764,324.7915878289032
64,3,65.80512625352884,281.0609501834649
65,3,68.72364294736005,305.8106166535531
66,3,58.45249457388091,279.7123783719414
67,3,67.78799974506113,286.50524811859276
68,3,45.62415987285406,325.2784655913737
69,3,33.868449819624196,305.90783306166236
70,3,62.53290493316149,310.8886317043026
71,3,24.15314519894744,292.8847731740253
72,3,48.15538716765951,310.0343585251785
73,3,59.669663170686185,325.88504144132804
74,3,56.06168407468044,280.3725725539927
75,3,23.700995706672494,316.9829379302208
76,3,57.500511126382605,314.10951224443966
77,3,61.531536653598764,324.5808627390846
78,3,45.82594571162736,291.0007571116895
79,3,50.05024457231586,312.7688312980934
0,3,460.2426919892038,497.7909557484086
1,3,444.43235131433124,494.95867962064983
2,3,449.0339065395739,472.8689213004981
3,3,461.8114169030743,504.2964477757935
4,3,444.6757840661616,475.32245726863914
5,3,427.6820561660996,517.0675374060337
6,3,460.0793579073815,473.6268767000934
7,3,429.8346317581123,491.88658019946234
8,3,430.83467080728553,521.6199953145051
9,3,457.7063222198228,484.12484098017296
10,3,446.5601063879711,473.03275777057655
11,3,454.64836545593204,490.7550514574809
12,3,429.4580159109181,487.0636431424267
13,3,458.7887352987036,512.0019469290366
14,3,439.9229802291124,513.1119955253263
15,3,473.3331359632287,507.62139770302485
16,3,441.1556000282524,505.4133620609265
17,3,459.09305004618,517.4308476123284
18,3,445.7775561009719,479.0451787473259
19,3,467.91973224793907,490.12336844877586
20,3,441.6021775503698,505.116366614162
21,3,441.3594948020865,502.9268305267028
22,3,463.5633966222532,510.0046931433737
23,3,432.1562124957902,496.5378094102603
24,3,451.9850767252072,485.4675433719184
25,3,437.3263465653699,512.038409881753
26,3,438.04371116504785,481.20868750494134
27,3,435.31439930142193,480.01548832036764
28,3,469.9118388140313,484.783687910442
29,3,447.00401715892576,478.62020211979626
30,3,461.1977962912024,519.9494317971624
31,3,427.4583327347834,480.785808556363
32,3,469.39596168045796,515.4682370244042
33,3,457.05667373381533,512.9252891472356
34,3,460.2010190973022,481.1658938918827
35,3,460.25193299584265,505.16320575462737
36,3,445.0873375003328,522.2097162288158
37,3,448.4291226490944,487.957375589378
38,3,432.8719125377089,474.4796401533607
39,3,429.2810553750054,519.4859935507138
40,3,430.1029718951402,479.8892048520741
41,3,454.5056446445856,492.4220221041832
42,3,437.56341056763983,513.3856380951878
43,3,451.6572196492335,478.62291230071173
44,3,455.2068182181142,483.779688531527
45,3,437.00783846666894,501.9544181317319
46,3,473.6142040881835,486.1315204082808
47,3,472.2948726637162,512.3253005314044
48,3,437.21594141852523,480.2561530685601
49,3,455.8620992324785,519.2396132311868
50,3,449.9362586369594,494.67327382426464
51,3,450.1570740889706,474.90140449998006
52,3,457.17497695323965,500.8890112793379
53,3,468.8151503862881,521.27388307
54,3,426.634490369284,479.03669558014985
55,3,433.33743912391753,518.573801079498
56,3,456.9880079624293,513.5740723569635
57,3,465.36218426581024,486.6206609955211
58,3,466.69450695431743,510.28756586034774
59,3,433.09033771108494,511.7522781774979
60,3,472.6904319513503,490.226406250106
61,3,457.660803403171,495.66323758034594
62,3,436.2586719242649,478.81798272396514
63,3,470.58100609583727,501.90426489922334
64,3,452.4794758255581,513.1464420450592
65,3,462.9485786323391,512.4244648797011
66,3,461.3091418265439,520.174307201754
67,3,452.53118339487855,506.38278789726644
68,3,467.1158843977947,472.8129672869415
69,3,472.0476094441584,479.12767370520436
70,3,461.06431587534706,521.3327720997734
71,3,452.6209780068526,513.5991392717114
72,3,468.11461736387395,490.289574793071
73,3,461.1334713739623,495.7662696211368
74,3,464.2538377321702,490.8552550069635
75,3,441.45925557505564,504.8870934252846
76,3,463.23860744969795,512.4844178263781
77,3,447.30314044427314,486.1484251181637
78,3,468.6058210260976,519.4171489271756
79,3,424.2105910008419,477.254290444166
0,3,250.3978622175127,251.4272531408076
1,3,257.2488279590718,258.8047450265073
2,3,249.30927595186853,259.20893620534895
3,3,242.9327859646458,235.40465636268215
4,3,269.3713659815368,246.59240483734442
5,3,248.27558927834062,244.7330909750451
6,3,232.98265084437537,250.39365770511185
7,3,223.20868467997113,257.28441572933315
8,3,258.5018693396209,243.94468056915636
9,3,231.0033117831023,260.25111824375875
10,3,262.9726564797725,273.44831539836287
11,3,250.454433734757,272.9409550936803
12,3,259.8273169726695,271.9871458232
13,3,240.76002289223936,257.58215338518676
14,3,226.2242456155924,256.4536341656588
15,3,255.9812964375426,260.94482827089126
16,3,254.75768319272797,278.4032944657853
17,3,236.7746626170595,247.6382239442998
18,3,253.43038826562474,257.3766244616647
19,3,234.82367953552293,253.42852656147974
20,3,239.78236777281083,263.9437819403742
21,3,241.83610039134268,252.4792018999153
22,3,230.47200400820296,277.5885368453083
23,3,249.11495515032462,279.6750968042489
24,3,244.56986526432075,241.08458502168327
25,3,258.44768875574596,284.6360500823927
26,3,220.0733245822364,269.22124029860333
27,3,225.02872032365968,272.1302609185684
28,3,251.58814493874044,279.0481722371787
29,3,266.76163843178523,263.3041047396185
30,3,238.34105581926835,261.32186039237416
31,3,232.85117881072028,264.4034235913619
32,3,240.0649737066683,254.71280838575606
33,3,221.1157744043912,268.64914357014305
34,3,234.76713079603067,261.5560041605072
35,3,265.59682303786406,255.17722593330484
36,3,251.7964504785477,239.3150811677823
37,3,269.52462707927623,268.59588440005484
38,3,230.98550560449934,271.80927851807536
39,3,233.93616535153637,251.10495895940005
40,3,248.54198763364565,240.1216775268091
41,3,261.89269605920117,236.2331195635687
42,3,222.153980102649,254.02035765955995
43,3,222.462037715092,238.67871217350168
44,3,258.7980179866839,250.95800729994266
45,3,250.20528640147833,236.02505816201057
46,3,265.7497015356385,280.61267406816035
47,3,263.35328947063874,244.13846902021098
48,3,240.23001927119887,238.1569981645567
49,3,261.6057186048,254.73837069550854
50,3,253.426763054883,246.40586856397775
51,3,266.16056117309654,281.25583881237736
52,3,262.350993994819,247.96060373419306
53,3,249.99053438311086,245.9471173330976
54,3,231.81729058867896,269.68973586766276
55,3,247.41337318200246,278.58668247208993
56,3,234.40025449185882,276.69677783077066
57,3,233.14974898452328,242.85344206210166
58,3,249.79581144396582,271.30529343104945
59,3,233.16474197951305,237.26381745620807
60,3,251.65016190566553,254.2502892118549
61,3,246.41595260379484,259.1496877449128
62,3,242.66139128645386,256.8575899659337
63,3,229.8961751394801,255.3335363740238
64,3,253.21450655968658,261.14199110854946
65,3,242.64473765949376,256.0354867341306
66,3,255.3793206042499,243.44213241201578
67,3,264.16156327737593,236.50518971318584
68,3,268.9485495511359,264.6519820172823
69,3,252.44011161578345,238.93968659452668
70,3,244.83803551815686,242.52509480824446
71,3,236.97219031159182,266.34274107582513
72,3,223.03264426095097,278.1846282705071
73,3,257.25759919333484,267.92001199444894
74,3,244.7054213622434,277.6695874641237
75,3,249.65576958559183,235.61871559067757
76,3,254.7757411786974,284.8858078066162
77,3,253.06770761505976,235.55630266139113
78,3,222.46034902963453,249.90362889050687
79,3,241.85092722076877,248.19447070805484
0,3,349.74275473063807,308.61559175963635
1,3,325.6072658701115,331.88553416132436
2,3,349.37829410787725,333.47319969665494
3,3,317.48890102895126,322.1895995190467
4,3,321.52437015817,296.42009944333694
5,3,345.14116511575816,298.0592397187595
6,3,340.8704409624093,286.9179949388346
7,3,314.84717657189844,300.9329232808046
8,3,326.377521013777,308.056171153404
9,3,315.127529956467,289.8634962085182
10,3,355.01153345123936,334.11372538009925
11,3,352.29919909803067,291.7462500081483
12,3,351.6177053184539,292.586614913958
13,3,336.07010662563516,327.90170002254547
14,3,349.6902401892597,332.5537564536495
15,3,353.26334332563056,307.3108593245956
16,3,335.32145081950245,334.6272499497192
17,3,322.98442786838825,291.73310809991835
18,3,314.7155722337044,306.7858173064784
19,3,318.92000734512067,303.20621909772507
20,3,352.7318098150145,335.94086065739606
21,3,329.82930390539724,311.4117568226806
22,3,306.05643567300325,300.77776093346165
23,3,324.58500620186163,287.6712838041781
24,3,344.78832472226617,319.1480087238468
25,3,323.7318114793005,297.924390601291
26,3,312.69898753451815,298.3178070514349
27,3,328.266009529832,323.2859575534963
28,3,324.7194169823214,302.20884399498476
29,3,354.018924907473,320.4956028974613
30,3,347.12815993616493,303.839568641909
31,3,350.33562482871093,320.3911297910374
32,3,345.31778423130976,321.3773836733124
33,3,336.5481475011135,325.93542292051814
34,3,341.2814584030824,322.31057556435485
35,3,311.8576510076235,306.99467356263654
36,3,317.92552654489947,300.643281871852
37,3,309.4032740639657,326.75296145166163
38,3,347.3055735996775,329.9703002492418
39,3,354.9690770052814,302.00137991566703
40,3,344.12713870474016,325.83177007676323
41,3,347.32616506161906,314.6892101133546
42,3,322.8966130441108,325.09695993860447
43,3,351.6551045878215,286.5651562490074
44,3,350.678423954003,313.1941202543957
45,3,344.207267004903,314.2957806045834
46,3,340.18437185544605,306.4847274066488
47,3,313.1818551995509,318.52918504190427
48,3,340.7411264529602,318.09635112230717
49,3,346.9880624012677,305.363359339005
50,3,352.58521582820936,319.8223921872579
51,3,343.48330285665463,329.73406288020163
52,3,355.1630321586381,291.7231986557144
53,3,308.2327993118481,309.0655231433189
54,3,328.31493414175566,331.26091896670897
55,3,350.3173114775165,294.1077328482829
56,3,310.10666484501473,304.54273170155227
57,3,314.1612239359198,305.80595672916144
58,3,331.1362910692208,314.2975364065472
59,3,323.92767438031007,315.3367232232716
60,3,339.33702247414317,313.98018955917456
61,3,322.0772520827868,289.4868434374725
62,3,305.8319664978353,334.9582149812669
63,3,338.67742387198865,323.3127161049248
64,3,324.55828205433613,299.31408077037355
65,3,345.43229396339103,298.14346543938404
66,3,328.65282264500615,295.8444062525936
67,3,330.4478247212724,289.0736798137869
68,3,348.6780947897409,318.44363058683695
69,3,325.5107920844464,292.7004182163366
70,3,340.78852436028296,326.88403790405675
71,3,325.6310347746849,290.3079698832313
72,3,338.12506141403065,336.1049094757668
73,3,341.65816134431964,287.86295558038853
74,3,330.6630910799353,310.7467510283318
75,3,332.7160179768419,316.1843832690831
76,3,318.4335119798218,308.79916550653036
77,3,313.23003074146385,311.4363628479384
78,3,314.5338554873081,301.53495199616566
79,3,311.5531828887451,329.7385687934692
0,3,329.5698159821059,142.06143246519412
1,3,296.6144049713233,144.50677027903814
2,3,316.3502122995032,151.83236846649024
3,3,327.18912143636135,129.09973541859415
4,3,329.8327714730918,138.44408504700607
5,3,324.92930357143604,118.82142541918181
6,3,301.6990167520515,158.09157799123724
7,3,292.36017622097955,141.93722159534045
8,3,321.78421200744714,115.56387904883293
9,3,284.8187777333068,153.79926039337263
10,3,311.6286603155404,122.0804020106049
11,3,329.8891741526391,146.86718734925202
12,3,312.1056071749456,136.5772393956058
13,3,299.9890576306602,113.7740733547771
14,3,328.80392601504394,145.93577737029548
15,3,318.5449721948907,130.50963360996633
16,3,303.5278729420828,129.7865978067205
17,3,324.2264862083856,155.33466038980552
18,3,290.3055040662837,134.53264798134794
19,3,316.96344258331624,122.83863772987522
20,3,298.09138323624,150.7502849125147
21,3,328.9249938873597,110.78208148763134
22,3,285.85097731230513,126.27672436938883
23,3,293.033862114735,111.12477000666827
24,3,323.40771324648915,141.73830847569596
25,3,332.03061517324784,126.47045781477645
26,3,307.14447727608996,114.29070196049044
27,3,314.3458546618754,159.70106682644348
28,3,332.0949491141452,127.29215872656302
29,3,288.413919281123,130.99559760546856
30,3,326.4064822103515,140.18889838084212
31,3,332.0132993298977,115.85207513624306
32,3,291.5208502587332,149.76140670603215
33,3,307.2363540822867,142.21602257587028
34,3,303.28878703397186,135.3098223727026
35,3,329.4680355121343,117.75236429198237
36,3,333.4124111286152,120.84529530348834
37,3,333.23038307978874,126.11291500567756
38,3,303.515303270401,126.69304554858415
39,3,303.0754402827498,113.49544207546452
40,3,320.19548507822174,136.68291574532236
41,3,292.0935186226422,148.33972417657682
42,3,292.32969277785924,118.79271942483709
43,3,311.6638238435653,129.66628827446618
44,3,321.6004954951495,154.89619019900417
45,3,295.24745669785545,146.08506715497396
46,3,302.0051323893707,139.92731315047234
47,3,292.9317207439238,159.94797661345112
48,3,326.0780659417885,121.18198734468533
49,3,312.588153900489,120.24629433398972
50,3,330.86517237396544,131.7096220862415
51,3,290.7263870733644,127.57036300253291
52,3,307.6453278564456,112.0230547628064
53,3,300.7199807884581,138.27761612317047
54,3,289.24018077805,131.82008460423825
55,3,318.82411677310694,147.9285164071567
56,3,323.95612861442964,145.3823180971906
57,3,316.52851146162544,124.48609480236927
58,3,296.07355337326345,115.61365682240324
59,3,314.2439078942022,136.33633245748683
60,3,309.23269952619404,118.06676020883917
61,3,302.61159317759353,112.88236591734388
62,3,304.04366937904746,160.02644328866995
63,3,322.3072973480679,125.33485223447849
64,3,289.714414522807,112.50521417528962
65,3,316.4795663440582,110.59343041576386
66,3,288.1770420055893,145.32694016081916
67,3,332.87974375302383,112.69982575396578
68,3,299.5764622813341,111.0409264652141
69,3,319.3984852460379,133.65093697228045
70,3,298.08508666664164,115.6208257896818
71,3,303.98310699371115,140.15163537831668
72,3,317.7859086374311,133.987571921277
73,3,325.84434233429334,115.03332935990416
74,3,332.6458592685731,120.40913373189551
75,3,334.7141599115259,119.75706824886043
76,3,287.1035243244085,119.58329743874872
77,3,290.54118285092807,110.32905928320332
78,3,311.7215127180406,133.33458857052946
79,3,293.5307609677688,146.99530416135804
0,3,296.93114184285474,184.73283984262184
1,3,312.76337828671666,147.98160016145644
2,3,278.99267462289873,185.4161356291978
3,3,301.54251479095916,159.75221333475952
4,3,290.9248302418736,149.35836325689672
5,3,276.49772700791186,176.6190701624637
6,3,322.2175437906967,178.43779451505415
7,3,288.4487281776789,154.44138131749895
8,3,324.8026706409578,190.552034480611
9,3,275.58480108641913,188.18558925905813
10,3,316.25476991657337,185.42406632373368
11,3,302.1341829684238,190.80187275108645
12,3,318.80352124147026,178.8129207165721
13,3,304.00864639824744,166.46861630088515
14,3,290.0999828483552,149.91848968079245
15,3,299.9187081285545,155.38721415949135
16,3,324.6264105976685,181.8082879554791
17,3,324.74057043497385,177.4143939914056
18,3,291.49008220297725,147.31675056787054
19,3,278.70543189464394,158.54846575984809
20,3,310.83177376434423,175.93408946869903
21,3,312.7908318939933,173.58431438899572
22,3,308.5957885563477,149.8488154145522
23,3,293.11257576350147,174.4127716517377
24,3,309.36753703258694,142.55254077419295
25,3,278.3911396967655,143.6631144815692
26,3,275.8614920790984,150.91925207468066
27,3,304.20092104719834,156.93411149946851
28,3,290.24906250744215,160.19647949681868
29,3,323.5659593491053,167.5919112381242
30,3,313.7105017868549,148.04096409037425
31,3,285.41231617992617,144.24585293921632
32,3,299.26620179150467,154.32258794427784
33,3,290.9703564787446,155.70513962116598
34,3,319.7937537488782,170.66255751548636
35,3,281.7539474287637,148.96874617082628
36,3,291.4286790520185,164.94482553395454
37,3,320.5199999247196,174.68433343845356
38,3,302.5117770362744,181.2250212059788
39,3,310.35674235458765,172.8399365105961
40,3,316.06276992950455,147.8069998282185
41,3,280.512932425246,142.74196402975213
42,3,318.9857635038688,185.27795068236415
43,3,279.5055892172455,142.20918388056737
44,3,278.41339273718137,158.85036583526096
45,3,282.6598734702665,173.88687967687926
46,3,290.55465130394157,151.54837535218482
47,3,279.9982264004176,174.69014529147287
48,3,293.0684190213449,160.8488695837317
49,3,317.13551811786215,181.70533292393995
50,3,307.94964648632566,180.52989520238285
51,3,323.00734034355395,149.17648182525156
52,3,298.77128452657814,163.4930860421369
53,3,299.8639453783347,161.36031857787702
54,3,290.71945155818366,160.24718507505435
55,3,281.1867076937911,175.46294242716417
56,3,323.3202385873505,172.5189188176188
57,3,293.39130550631467,144.0924053662362
58,3,292.38609433083514,150.84682808977414
59,3,319.2301708689599,180.8509453886511
60,3,290.1717796651986,173.0988284964583
61,3,293.2004626317271,157.75128569012287
62,3,289.3866175452022,189.42346486356755
63,3,320.2549150742753,168.525905221614
64,3,277.43412471639044,187.88749076797987
65,3,320.95897000083795,161.42754192555245
66,3,305.11267173183296,188.37932052388905
67,3,317.92014521768294,167.306212247392
68,3,311.4513558252391,180.84711326296505
69,3,297.93036623075193,158.8340901932776
70,3,283.67105013100036,184.21207021163104
71,3,281.4097519183237,159.540286037347
72,3,317.43245684996646,151.4389903061972
73,3,303.4450594208062,141.95235662814628
74,3,295.16718881926965,159.18758116826353
75,3,324.85468520068326,184.095197067454
76,3,294.07178341702286,190.3515485037242
77,3,285.2456118949945,169.1454282019602
78,3,284.13504849094136,166.81343992669036
79,3,322.4056336251815,188.8510049658797
0,3,14.476392118106434,218.26084681084808
2,3,23.338715213087134,189.97752245902615
3,3,52.002197514045186,200.8472908596741
5,3,35.32844138628676,209.93425975753877
6,3,44.32917903637342,213.0084671589632
7,3,44.779758466528975,199.1226578938247
8,3,23.267668156315136,201.35376704772767
9,3,6.018689357517613,189.50116339463378
10,3,22.64456659240301,180.73608142872715
11,3,48.85149655935286,192.5288031703196
12,3,9.365723954440373,189.38844363340834
13,3,10.524637623472513,206.88422683453797
14,3,15.149965835714434,218.79684214820776
15,3,39.330470885870845,207.11378389280745
16,3,20.93967844365382,190.30981958078237
17,3,51.93094752943348,197.40971021608183
18,3,12.386561661022665,227.03484170991862
19,3,15.607622312322121,180.71921642626916
20,3,43.33940029148775,189.41525598901134
21,3,48.71050190487022,228.89245737999366
22,3,48.88571345436123,224.2662832189772
23,3,19.507819698258242,207.02548692694413
24,3,31.729394139687837,196.519808718427
25,3,43.22167610077087,194.93905708688047
26,3,31.11620930027729,211.4442941629827
27,3,17.081061623634064,180.57925499577166
28,3,50.14419271807759,198.31949919223425
29,3,14.076962100187904,225.48796767028873
31,3,41.12032851682642,224.38764365039356
32,3,33.41467991168306,221.13365999113398
33,3,22.413356231224434,180.70071175434708
34,3,49.79329256200756,219.35564397194966
35,3,48.690746140033596,229.2789472704889
36,3,18.325228118871543,209.25097049335585
37,3,6.238767811690454,213.96941325809075
38,3,11.373529209564747,225.33306156039063
39,3,43.3667787312068,216.25551660231463
40,3,46.17140184486388,202.87111591212818
42,3,23.533456754164284,211.1822640610287
43,3,11.334283360504044,198.6897010339272
44,3,46.372510708602306,220.72651281834234
45,3,10.446269095397348,191.54434567076254
46,3,41.26577013660624,212.74051548027606
47,3,12.182803317951956,216.15559816286094
48,3,5.351875154719924,181.15079718853448
49,3,38.14429190481357,180.43131539277329
50,3,20.241406110065263,210.12050126945388
52,3,13.96567454195416,211.33873180827894
53,3,16.88976133847548,186.9306087341467
55,3,28.293822377586608,213.95477541692983
56,3,11.990122238851386,214.0593866187418
57,3,38.06525285610365,215.0780209418176
58,3,17.030918663184305,198.84352848686783
59,3,7.675414637331849,222.3874710249902
60,3,35.167271823848644,183.12594832399066
61,3,17.68584086480766,189.33197901994495
62,3,16.69518377425066,216.62234453611106
63,3,48.0405531031533,216.49082996834883
64,3,36.43527675139711,225.17524995906135
65,3,30.160504347140066,181.73724831561265
66,3,5.390068559415748,197.68930329276586
67,3,36.574171623310704,199.93200438989888
68,3,48.255506137887686,227.22614616526332
69,3,40.617814765185045,216.8142249493576
70,3,30.68058001530876,219.72941428092216
71,3,18.621977097077295,205.55314018635457
72,3,9.910198928127167,190.91641240154956
73,3,35.69125021462501,189.36786729964456
74,3,15.150582392602447,191.68068705173013
75,3,44.999222274639315,187.67732971616093
76,3,29.224707705428074,181.52108160083952
77,3,15.88213376115674,224.59094644563802
78,3,37.25608274922715,185.17313602779845
79,3,24.321015866170267,217.2923282248491
0,3,184.5764396950394,123.64058077232201
1,3,186.46876789405113,111.70953830968013
2,3,152.54643626746963,92.84772969933836
3,3,190.3264363919897,98.17127298418018
4,3,178.1128913263922,126.15434902160283
5,3,165.85219200324144,103.96103141626541
6,3,160.67301118638048,109.59167365551764
7,3,195.17744468964523,130.49881405556897
8,3,164.88201860398246,132.7450601233527
9,3,156.9301991789119,124.33560306501357
10,3,185.5380371823196,106.14618982155297
11,3,176.4537016927156,98.71599455708952
12,3,178.8589440282509,113.43570125587524
13,3,176.4289007097645,111.78460273753102
14,3,193.61853923913264,94.82860782961694
15,3,169.43448099051204,94.45571363932896
16,3,174.43727126722493,128.38208513516284
17,3,179.48549765687986,117.00122028141199
18,3,167.61996625035076,102.87790062969661
19,3,168.03473620896509,95.26080758106298
20,3,145.9802563375121,91.04776927701016
21,3,155.56009899176004,105.6559109027499
22,3,149.29316996018005,114.47411055534431
23,3,176.16941214802458,90.45713001454477
24,3,172.23515029366627,92.60352264149336
25,3,193.71291518995008,133.20249871795798
26,3,193.63315353925069,118.74667967126058
27,3,163.36466631481667,110.74518296483731
28,3,165.33361240943444,92.0111325683948
29,3,183.40506931779777,101.70115077463352
30,3,159.25953111690595,128.0494746964524
31,3,164.30893731508002,113.95336329402579
32,3,185.43814447287926,122.16634894030237
33,3,174.90672398714543,89.51442700458323
34,3,172.88980363662313,88.39877438618485
35,3,194.96604879204827,101.56073211441185
36,3,189.9137350147136,111.20737152229972
37,3,193.76042557894712,114.58288653021329
38,3,194.3148261267213,127.85915741843282
39,3,161.77228930071743,90.44936746563822
40,3,183.41881261753196,115.12795631873796
41,3,172.0818850130456,113.56896723005916
42,3,183.6076177657497,113.67985440528675
43,3,163.1944300498539,107.0138497976412
44,3,176.02883516018986,87.02129695382834
45,3,180.41044779976605,92.17112821452831
46,3,191.26046590237618,129.6705628016353
47,3,189.195410510998,121.99940445513802
48,3,156.64287435417782,89.97751650868774
49,3,159.78776010154485,124.5063154225737
50,3,154.25308976378156,119.41121470163321
51,3,163.16451129413895,117.42234926281095
52,3,153.80610437997544,87.92895538221717
53,3,186.59294872830225,96.40854301384336
54,3,183.1752548135391,87.12423900294499
55,3,173.81133299561697,106.86565682258438
56,3,181.38196078054725,105.96360672107372
57,3,169.43572284421373,131.44886491540555
58,3,172.28285093445282,121.29786481714204
59,3,155.57878302604254,99.16934116390591
60,3,184.11774263612764,86.93278745472293
61,3,159.55584292821436,117.1981337912269
62,3,188.33397572082325,119.8836642329663
63,3,152.22853874931565,113.04336645497855
64,3,166.53925790405032,86.8278402794509
65,3,168.13884939752268,123.64488340801051
66,3,165.33377716669733,91.45958359321705
67,3,194.56633005606545,107.57060191750564
