#,Class,x [um],y [um]
126,2,551.698,440.756
127,2,618.464,492.462
128,2,657.620,510.534
129,2,705.310,588.846
130,2,707.318,685.732
131,2,561.738,677.198
132,2,494.470,580.312
133,2,454.310,516.558
134,2,426.198,443.768
135,2,520.574,456.318
136,2,451.800,412.644
137,2,434.230,405.616
138,2,384.532,402.604
139,2,420.174,408.126
140,2,391.058,421.178
141,2,392.564,325.296
142,2,438.246,350.898
143,2,472.884,348.890
144,2,462.342,350.898
145,2,504.510,346.380
146,2,481.418,351.400
147,2,416.158,311.742
148,2,594.870,308.228
149,2,602.400,314.252
150,2,611.436,315.256
151,2,611.436,308.228
152,2,631.516,311.742
153,2,325.798,343.870
154,2,320.276,319.774
155,2,313.248,329.312
156,2,555.714,607.922
157,2,587.340,572.782
158,2,585.834,556.718
159,2,557.722,562.240
160,2,566.256,548.184
161,2,561.738,542.662
162,2,545.674,544.670
163,2,537.642,557.220
164,2,529.108,558.224
165,2,524.088,548.686
166,2,516.056,542.160
167,2,533.124,536.638
168,2,546.678,521.076
169,2,549.188,529.610
170,2,555.714,522.080
171,2,535.132,509.028
172,2,526.096,493.968
173,2,541.658,503.506
174,2,539.650,492.964
175,2,559.228,498.988
176,2,563.746,505.514
177,2,504.510,515.554
178,2,470.876,499.490
179,2,464.350,490.956
180,2,445.776,525.594
181,2,402.102,491.458
182,2,407.122,499.490
183,2,415.154,509.028
184,2,420.174,539.650
185,2,594.870,609.428
186,2,572.782,609.930
187,2,628.504,605.914
188,2,634.528,600.392
189,2,611.436,470.374
190,2,618.966,471.880
191,2,617.962,447.784
192,2,614.950,438.748
193,2,623.484,460.334
194,2,630.512,436.238
195,2,579.308,421.680
196,2,587.340,432.222
197,2,564.248,424.190
198,2,554.710,425.194
199,2,538.646,414.652
200,2,542.160,405.114
201,2,551.196,414.652
202,2,561.236,409.130
203,2,542.662,386.540
204,2,546.176,396.078
205,2,532.120,384.532
206,2,581.818,393.568
207,2,572.280,397.584
208,2,614.448,404.612
209,2,466.860,409.130
210,2,408.126,323.790
211,2,387.544,337.344
212,2,374.492,322.284
213,2,373.488,332.324
214,2,362.444,336.842
215,2,371.480,375.496
216,2,372.986,390.054
217,2,370.476,424.190
218,2,375.496,468.366
219,2,369.974,455.314
220,2,367.966,504.510
221,2,330.316,497.482
222,2,613.946,538.144
223,2,597.380,540.152
224,2,587.340,549.188
225,2,631.014,555.212
226,2,620.472,561.738
227,2,601.898,513.546
228,2,608.424,521.076
229,2,628.504,506.518
230,2,588.344,448.286
231,2,570.272,449.290
232,2,558.224,451.298
233,2,566.256,462.342
234,2,525.594,427.704
235,2,518.064,436.238
236,2,413.648,336.842
237,2,443.768,303.710
238,2,569.268,308.730
239,2,390.054,303.208
240,2,603.906,340.356
241,2,513.044,317.766
242,2,520.072,320.276
243,2,445.274,335.336
244,2,438.246,333.328
245,2,493.466,402.604
246,2,487.442,370.978
247,2,489.450,380.014
248,2,504.008,384.532
249,2,476.900,392.564
250,2,476.900,403.608
251,2,480.414,460.334
252,2,473.888,453.808
253,2,465.856,449.290
254,2,465.856,463.848
255,2,452.804,459.330
256,2,449.792,463.848
257,2,482.924,475.394
258,2,449.290,478.406
259,2,433.226,471.880
260,2,424.190,476.900
261,2,418.668,482.422
262,2,397.584,475.896
263,2,403.106,470.374
264,2,402.604,460.836
265,2,370.476,477.402
266,2,429.712,533.124
267,2,532.622,574.790
268,2,519.068,566.256
269,2,515.052,554.710
270,2,629.006,536.638
271,2,596.878,527.602
272,2,634.528,486.940
273,2,576.798,491.458
274,2,376.500,584.830
275,2,512.040,605.914
276,2,513.044,618.966
277,2,516.558,614.448
278,2,521.076,620.472
279,2,521.578,601.396
280,2,601.396,610.432
281,2,417.664,419.672
282,2,397.082,410.134
283,2,397.584,400.094
284,2,370.476,410.134
285,2,348.388,392.564
286,2,348.890,451.800
287,2,332.324,325.798
288,2,344.372,352.404
289,2,504.510,322.284
290,2,573.786,321.280
291,2,633.524,333.830
292,2,634.528,341.360
293,2,628.504,325.296
294,2,617.460,387.544
295,2,543.164,573.284
296,2,557.220,577.802
297,2,518.064,474.892
298,2,508.024,483.928
299,2,491.458,506.518
300,2,483.928,494.470
301,2,461.338,507.020
302,2,489.450,518.566
303,2,437.242,504.008
304,2,445.776,497.984
305,2,437.242,491.960
306,2,449.290,489.450
307,2,459.832,435.736
308,2,465.354,440.254
309,2,602.902,302.706
310,2,459.832,529.610
311,2,466.860,517.562
312,2,444.772,374.994
313,2,433.728,373.990
314,2,420.174,382.524
315,2,529.108,373.488
316,2,600.894,386.038
317,2,497.984,425.696
318,2,470.876,424.692
319,2,574.790,438.748
320,2,602.400,457.824
321,2,607.922,463.848
322,2,432.222,457.322
323,2,470.876,475.394
324,2,502.502,475.394
325,2,372.484,564.248
326,2,362.946,558.224
327,2,361.942,568.766
328,2,407.122,612.942
329,2,667.158,613.946
330,2,594.870,661.636
331,2,587.842,652.098
332,2,523.084,651.094
333,2,557.220,624.488
334,2,553.706,634.026
335,2,503.004,665.652
336,2,486.940,681.214
337,2,433.226,654.608
338,2,426.198,659.628
339,2,428.708,667.660
340,2,416.660,649.086
341,2,387.042,687.238
342,2,379.010,681.214
343,2,385.034,676.194
344,2,405.616,688.744
345,2,380.014,732.418
346,2,390.054,764.546
347,2,393.568,776.594
348,2,554.710,780.610
349,2,562.742,765.048
350,2,557.220,774.586
351,2,552.200,762.538
352,2,546.176,763.542
353,2,540.654,765.048
354,2,565.252,794.164
355,2,576.296,775.590
356,2,575.794,760.028
357,2,583.324,773.582
358,2,590.854,780.108
359,2,575.292,686.736
360,2,592.360,673.684
361,2,601.396,682.720
362,2,621.978,677.198
363,2,613.946,664.146
364,2,625.492,665.652
365,2,644.066,665.652
366,2,663.142,730.410
367,2,679.206,720.872
368,2,688.744,716.354
369,2,689.748,692.760
370,2,682.720,700.290
371,2,673.684,705.310
372,2,550.694,664.648
373,2,530.614,661.636
374,2,539.148,726.394
375,2,607.420,766.554
376,2,600.894,780.108
377,2,616.456,780.610
378,2,612.440,788.642
379,2,603.404,790.148
380,2,651.596,791.654
381,2,631.014,779.104
382,2,625.994,785.630
383,2,664.146,788.140
384,2,665.652,780.108
385,2,695.270,775.590
386,2,682.218,790.148
387,2,686.736,797.176
388,2,482.422,795.168
389,2,473.888,788.140
390,2,494.470,774.084
391,2,416.158,784.124
392,2,491.960,689.246
393,2,499.992,692.760
394,2,482.924,690.752
395,2,664.146,635.030
396,2,674.688,576.296
397,2,683.222,572.280
398,2,691.254,570.774
399,2,661.636,554.710
400,2,673.684,553.204
401,2,649.086,522.582
402,2,649.086,529.610
403,2,639.548,529.108
404,2,652.600,460.836
405,2,680.210,441.760
406,2,694.768,463.346
407,2,658.624,427.202
408,2,664.146,591.356
409,2,654.106,595.372
410,2,670.672,597.380
411,2,695.270,646.074
412,2,684.226,650.592
413,2,672.680,647.580
414,2,650.090,646.074
415,2,644.568,636.034
416,2,634.026,706.314
417,2,634.026,721.374
418,2,632.520,737.438
419,2,613.946,755.008
420,2,680.712,757.016
421,2,679.206,747.478
422,2,693.262,746.474
423,2,695.270,757.518
424,2,692.760,765.048
425,2,645.070,757.518
426,2,624.488,764.546
427,2,593.364,751.494
428,2,561.738,692.760
429,2,711.334,473.888
430,2,727.398,470.876
431,2,724.888,452.804
432,2,768.562,461.840
433,2,780.108,448.788
434,2,790.148,453.808
435,2,774.586,485.936
436,2,763.040,489.450
437,2,778.602,495.976
438,2,755.510,525.594
439,2,730.410,537.140
440,2,703.302,551.196
441,2,696.776,552.702
442,2,672.178,509.028
443,2,679.206,465.354
444,2,722.378,561.738
445,2,713.342,576.296
446,2,701.294,561.738
447,2,717.860,585.834
448,2,726.896,585.834
449,2,727.398,577.802
450,2,740.952,585.834
451,2,744.466,565.252
452,2,733.422,562.742
453,2,769.064,552.200
454,2,774.084,548.184
455,2,732.418,610.432
456,2,696.776,617.460
457,2,716.354,672.178
458,2,718.864,684.226
459,2,732.920,683.222
460,2,760.028,719.366
461,2,777.598,726.394
462,2,800.188,698.282
463,2,742.458,714.848
464,2,747.980,714.848
465,2,744.466,725.390
466,2,711.836,614.448
467,2,772.578,629.508
468,2,762.036,597.380
469,2,751.996,605.914
470,2,763.542,610.432
471,2,796.172,599.890
472,2,789.144,591.858
473,2,781.614,570.272
474,2,750.490,550.192
475,2,759.024,548.686
476,2,689.748,588.344
477,2,677.198,620.472
478,2,680.210,639.046
479,2,621.978,694.768
480,2,616.958,702.800
481,2,593.364,695.270
482,2,562.240,715.350
483,2,636.536,618.464
484,2,637.038,547.180
485,2,651.596,546.176
486,2,664.648,542.160
487,2,789.646,510.534
488,2,791.654,505.012
489,2,798.180,511.538
490,2,799.184,500.996
491,2,706.314,654.608
492,2,713.342,657.620
493,2,731.916,675.190
494,2,767.056,689.748
495,2,758.522,689.748
496,2,778.602,682.218
497,2,785.630,629.508
498,2,797.176,615.452
499,2,784.124,618.464
500,2,783.120,606.416
501,2,781.614,590.854
502,2,793.662,569.268
503,2,802.196,565.252
504,2,800.188,558.726
505,2,796.172,548.686
506,2,787.136,549.188
507,2,759.024,698.784
508,2,724.386,695.270
509,2,642.058,717.860
510,2,679.206,489.952
511,2,715.852,487.442
512,2,739.446,511.538
513,2,661.134,567.762
514,2,692.760,561.738
515,2,681.716,564.248
516,2,673.182,564.248
517,2,717.860,638.544
518,2,731.916,647.078
519,2,765.048,659.126
520,2,755.008,662.138
521,2,746.976,665.652
522,2,798.180,679.708
523,2,786.634,683.724
524,2,536.638,472.884
525,2,527.602,476.900
526,2,569.770,630.512
527,2,529.610,679.708
528,2,516.056,686.234
529,2,531.618,465.354
530,2,749.988,458.828
531,2,759.526,466.860
532,2,777.598,466.860
533,2,733.422,436.740
534,2,707.318,435.234
535,2,721.374,519.570
536,2,735.430,551.698
537,2,767.056,560.734
538,2,794.666,582.320
539,2,799.686,582.320
540,2,780.108,580.814
541,2,641.556,604.910
542,2,744.466,615.452
543,2,749.988,621.978
544,2,772.076,642.560
545,2,764.546,644.568
546,2,736.936,638.544
547,2,744.968,644.568
548,2,798.682,646.576
549,2,654.608,662.640
550,2,759.526,727.900
551,2,637.540,683.724
552,2,691.254,659.126
553,2,724.386,715.350
554,2,724.888,725.390
555,2,630.512,449.792
556,2,739.446,576.798
557,2,655.612,303.208
558,2,652.600,309.734
559,2,671.676,303.208
560,2,694.768,303.710
561,2,722.880,310.236
562,2,739.948,304.714
563,2,748.984,310.236
564,2,771.574,309.232
565,2,782.618,304.212
566,2,778.100,329.814
567,2,795.670,332.826
568,2,784.626,339.352
569,2,758.020,338.348
570,2,749.486,336.842
571,2,741.454,332.826
572,2,692.760,322.786
573,2,670.672,320.276
574,2,665.652,328.810
575,2,656.114,320.276
576,2,650.592,336.340
577,2,672.680,352.906
578,2,683.222,352.906
579,2,609.930,353.408
580,2,714.848,354.914
581,2,715.852,359.432
582,2,711.334,364.954
583,2,731.414,364.452
584,2,721.374,376.500
585,2,761.032,385.536
586,2,783.622,396.580
587,2,784.124,389.050
588,2,744.466,395.576
589,2,738.944,404.612
590,2,739.446,411.138
591,2,729.406,406.620
592,2,710.330,394.070
593,2,696.776,407.122
594,2,683.724,400.094
595,2,671.676,406.118
596,2,659.628,400.596
597,2,651.596,399.090
598,2,802.196,411.640
599,2,792.156,411.640
600,2,773.080,430.716
601,2,698.282,354.914
602,2,751.494,348.890
603,2,760.028,366.460
604,2,770.570,354.412
605,2,790.148,363.950
606,2,781.112,356.420
607,2,802.196,380.516
608,2,693.764,332.826
609,2,702.800,331.822
610,2,723.884,341.862
611,2,734.426,349.392
612,2,677.700,332.826
613,2,688.744,489.450
614,2,693.764,476.398
615,2,736.434,755.510
616,2,710.832,757.518
617,2,707.318,735.932
618,2,721.374,776.092
619,2,711.836,778.100
620,2,706.816,790.650
621,2,684.226,772.076
622,2,668.162,770.068
623,2,732.418,786.634
624,2,724.888,797.176
625,2,742.960,801.192
626,2,750.992,787.136
627,2,759.024,782.116
628,2,766.554,786.132
629,2,771.574,772.076
630,2,756.012,770.068
631,2,747.980,777.096
632,2,736.434,779.104
633,2,735.932,767.558
634,2,723.884,756.514
635,2,757.016,738.442
636,2,739.446,735.932
637,2,737.940,746.976
638,2,773.080,757.518
639,2,780.108,761.032
640,2,769.566,765.048
641,2,785.128,787.638
642,2,787.638,794.666
643,2,779.104,800.188
644,2,795.168,801.694
645,2,801.192,783.120
646,2,799.686,762.538
647,2,787.638,740.952
648,2,654.106,780.610
649,2,646.576,746.976
650,2,646.074,733.924
651,2,775.590,690.250
652,2,746.474,767.558
653,2,775.088,790.650
654,2,780.108,778.100
655,2,761.534,744.466
656,2,776.092,747.980
657,2,309.734,777.598
658,2,334.834,786.634
659,2,339.352,772.578
660,2,344.372,792.658
661,2,351.902,792.156
662,2,465.856,759.526
663,2,484.430,746.474
664,2,529.108,738.442
665,2,376.500,657.620
666,2,388.548,659.628
667,2,421.680,631.516
668,2,341.360,568.264
669,2,501.498,677.700
670,2,586.336,730.912
671,2,590.854,763.542
672,2,401.600,750.992
673,2,388.548,746.474
674,2,409.130,700.792
675,2,386.038,710.832
676,2,384.030,699.788
677,2,324.292,781.614
678,2,325.798,799.686
679,2,365.958,657.620
680,2,498.988,654.608
681,2,534.128,716.856
682,2,472.382,766.052
683,2,579.810,745.972
684,2,310.236,789.646
685,2,309.734,799.686
686,2,590.854,798.682
687,2,346.380,680.210
688,3,386.038,353.910
689,3,311.742,620.974
690,3,514.550,303.208
691,3,697.780,381.520
692,3,664.648,435.234
693,3,739.446,449.792
694,3,427.704,585.834
695,3,470.374,619.970
696,3,713.844,704.306
697,3,345.878,332.826
698,3,481.418,318.770
699,3,467.362,327.304
700,3,471.880,339.352
701,3,444.772,323.288
702,3,583.324,364.954
703,3,557.220,373.488
704,3,532.622,359.934
705,3,525.594,337.846
706,3,448.788,396.078
707,3,429.712,352.404
708,3,408.126,355.918
709,3,348.388,487.442
710,3,356.420,511.036
711,3,379.010,525.594
712,3,372.986,531.116
713,3,353.408,530.112
714,3,397.082,556.216
715,3,428.206,546.176
716,3,449.290,550.694
717,3,462.844,552.702
718,3,496.980,536.136
719,3,467.362,584.328
720,3,502.502,597.380
721,3,440.254,604.408
722,3,416.158,598.384
723,3,388.548,580.312
724,3,596.376,591.356
725,3,603.404,585.834
726,3,612.440,585.834
727,3,542.160,599.388
728,3,524.088,581.316
729,3,544.168,582.320
730,3,565.252,580.814
731,3,582.320,579.308
732,3,505.514,567.762
733,3,482.924,568.264
734,3,361.440,612.440
735,3,334.834,588.344
736,3,309.232,456.318
737,3,309.734,502.502
738,3,313.248,530.614
739,3,316.762,418.166
740,3,309.734,360.938
741,3,352.906,320.778
742,3,428.206,320.276
743,3,546.678,342.866
744,3,395.074,314.252
745,3,524.590,447.282
746,3,502.502,461.840
747,3,550.694,473.888
748,3,607.420,484.430
749,3,599.890,480.916
750,3,406.620,605.914
751,3,388.046,600.894
752,3,374.994,608.926
753,3,431.720,616.456
754,3,502.502,367.966
755,3,490.956,362.946
756,3,370.978,314.754
757,3,527.602,307.224
758,3,621.476,422.182
759,3,602.902,418.668
760,3,607.922,430.214
761,3,588.344,416.660
762,3,526.598,401.600
763,3,522.080,408.628
764,3,511.036,405.616
765,3,574.790,466.860
766,3,406.118,556.216
767,3,442.764,432.222
768,3,471.880,383.026
769,3,468.868,369.472
770,3,587.340,358.930
771,3,347.886,377.504
772,3,356.922,355.416
773,3,399.090,424.190
774,3,550.694,484.932
775,3,558.726,486.438
776,3,397.584,515.052
777,3,389.552,516.056
778,3,356.922,497.482
779,3,317.766,489.450
780,3,328.810,483.928
781,3,339.854,551.196
782,3,348.890,556.718
783,3,441.760,567.260
784,3,635.030,485.936
785,3,659.628,495.474
786,3,655.612,492.964
787,3,643.062,504.510
788,3,670.170,531.116
789,3,791.654,475.896
790,3,740.952,476.900
791,3,742.960,486.940
792,3,705.310,530.614
793,3,722.880,529.610
794,3,691.756,522.080
795,3,770.068,520.072
796,3,585.834,603.906
797,3,619.970,610.432
798,3,608.926,632.520
799,3,738.944,628.002
800,3,648.082,691.756
801,3,654.608,724.888
802,3,599.890,723.382
803,3,618.464,515.554
804,3,666.154,460.334
805,3,709.828,500.494
806,3,794.164,528.104
807,3,522.582,517.562
808,3,521.578,506.016
809,3,723.382,598.384
810,3,761.032,628.504
811,3,796.674,637.540
812,3,674.688,681.214
813,3,536.638,647.580
814,3,540.654,615.452
815,3,574.288,598.886
816,3,677.700,587.340
817,3,759.526,575.794
818,3,748.984,514.048
819,3,788.140,484.932
820,3,789.144,466.860
821,3,568.264,639.548
822,3,546.678,713.342
823,3,767.056,711.334
824,3,798.180,663.644
825,3,779.606,648.584
826,3,645.572,581.316
827,3,645.572,588.846
828,3,641.556,559.228
829,3,635.532,377.504
830,3,660.632,377.504
831,3,680.210,378.006
832,3,671.174,360.938
833,3,659.628,352.404
834,3,683.724,367.966
835,3,593.364,367.966
836,3,607.420,368.970
837,3,601.898,402.604
838,3,635.030,425.194
839,3,677.198,418.166
840,3,708.824,413.648
841,3,715.852,428.206
842,3,660.130,478.908
843,3,780.610,409.632
844,3,755.510,402.604
845,3,769.566,411.640
846,3,788.642,349.894
847,3,790.650,317.766
848,3,801.694,321.782
849,3,707.318,320.276
850,3,617.460,330.818
851,3,620.472,354.412
852,3,696.274,363.950
853,3,655.612,364.452
854,3,643.062,354.914
855,3,731.414,381.018
856,3,745.972,386.038
857,3,737.940,375.998
858,3,800.188,401.600
859,3,772.578,383.528
860,3,730.912,327.806
861,3,719.868,330.818
862,3,758.020,322.284
863,3,795.168,306.722
864,3,764.546,345.878
865,3,762.036,354.412
866,3,735.932,357.424
867,3,749.486,361.440
868,3,768.562,336.340
869,3,578.806,344.874
870,3,590.854,351.400
871,3,721.374,389.552
872,3,640.050,410.134
873,3,624.990,390.556
874,3,730.410,426.700
875,3,747.980,423.186
876,3,631.516,414.652
877,3,641.556,448.286
878,3,703.302,465.354
879,3,636.536,472.884
880,3,669.166,470.374
881,3,765.550,479.410
882,3,604.910,495.474
883,3,585.332,487.442
884,3,342.364,669.166
885,3,333.328,666.656
886,3,315.256,723.382
887,3,320.276,736.936
888,3,333.328,750.490
889,3,352.906,761.032
890,3,370.476,799.686
891,3,315.758,690.250
892,3,305.718,684.728
893,3,307.224,668.162
894,3,311.240,763.542
895,3,373.990,747.478
896,3,373.990,714.848
897,3,412.142,729.406
898,3,422.684,715.852
899,3,452.804,707.318
900,3,443.266,698.282
901,3,469.370,699.286
902,3,442.764,679.708
903,3,482.422,728.402
904,3,503.506,774.084
905,3,510.032,800.188
906,3,401.600,794.666
907,3,434.732,802.698
908,3,423.688,738.944
909,3,441.760,765.048
910,3,537.642,754.004
911,3,564.750,735.932
912,3,566.758,742.458
913,3,485.936,648.584
914,3,473.386,646.074
915,3,428.708,598.384
916,3,354.412,620.974
917,3,410.134,667.660
918,3,424.692,683.724
919,3,387.544,719.366
920,3,355.416,708.322
921,3,361.440,725.390
922,3,339.854,654.608
923,3,341.360,604.910
924,3,312.244,745.972
925,3,466.860,716.856
926,3,510.032,748.984
927,3,528.606,762.538
928,3,544.670,780.108
929,3,554.710,798.682
930,3,566.256,785.630
931,3,587.842,720.370
932,3,442.262,720.370
933,3,440.756,664.146
