#,Class,x [um],y [um]
679,2,196.282,306.722
680,2,172.186,304.212
681,2,193.772,338.348
682,2,216.362,367.966
683,2,207.326,457.824
684,2,171.182,448.286
685,2,216.864,385.536
686,2,210.338,396.078
687,2,192.266,403.608
688,2,171.182,409.632
689,2,84.838,402.604
690,2,76.806,454.310
691,2,138.552,453.808
692,2,155.118,445.776
693,2,158.632,429.712
694,2,168.672,433.728
695,2,132.528,483.928
696,2,122.488,498.486
697,2,83.332,491.458
698,2,87.850,479.912
699,2,54.718,484.430
700,2,26.606,447.784
701,2,164.656,393.568
702,2,225.398,391.058
703,2,200.298,432.222
704,2,237.446,344.874
705,2,237.948,266.060
706,2,113.954,374.492
707,2,64.758,428.708
708,2,57.730,452.302
709,2,21.084,433.728
710,2,196.784,328.810
711,2,108.934,353.910
712,2,65.762,314.754
713,2,182.226,277.104
714,2,60.742,256.020
715,2,222.386,408.628
716,2,207.828,427.704
717,2,227.908,381.520
718,2,258.530,320.276
719,2,243.972,257.024
720,2,390.556,378.006
721,2,408.126,334.332
722,2,393.066,312.244
723,2,389.552,287.646
724,2,362.444,285.136
725,2,350.396,287.144
726,2,371.480,287.144
727,2,300.196,339.854
728,2,296.682,303.710
729,2,290.156,338.850
730,2,312.746,415.154
731,2,316.260,427.202
732,2,307.726,380.516
733,2,315.256,386.038
734,2,322.284,397.584
735,2,357.926,382.022
736,2,366.460,386.038
737,2,357.926,339.352
738,2,342.364,322.786
739,2,348.388,313.750
740,2,420.676,394.572
741,2,424.692,443.768
742,2,466.860,470.876
743,2,469.370,483.928
744,2,359.432,478.406
745,2,357.926,461.338
746,2,321.782,449.792
747,2,321.280,491.458
748,2,365.958,361.440
749,2,381.018,359.432
750,2,365.958,349.392
751,2,416.660,306.722
752,2,405.114,299.192
753,2,432.222,303.208
754,2,400.094,349.894
755,2,437.744,346.380
756,2,416.158,406.118
757,2,385.034,424.692
758,2,397.584,429.210
759,2,355.918,410.134
760,2,333.328,416.660
761,2,337.846,390.556
762,2,389.552,486.438
763,2,415.154,473.888
764,2,429.210,452.804
765,2,469.370,431.720
766,2,482.924,352.906
767,2,383.026,402.102
768,2,339.352,455.314
769,2,335.336,464.852
770,2,331.320,477.402
771,2,388.046,470.876
772,2,367.966,407.122
773,2,354.914,426.700
774,2,348.890,403.106
775,2,338.348,344.874
776,2,377.504,325.798
777,2,394.572,324.292
778,2,428.708,334.332
779,2,456.820,388.046
780,2,455.816,317.264
781,2,416.660,290.156
782,2,297.686,450.294
783,2,404.110,495.474
784,2,396.078,465.354
785,2,406.620,442.764
786,2,397.082,455.314
787,2,353.910,444.772
788,2,339.352,440.756
789,2,418.166,417.664
790,2,425.696,413.146
791,2,462.342,415.154
792,2,449.290,408.628
793,2,491.458,460.334
794,2,385.536,389.552
795,2,366.962,375.998
796,2,306.722,433.226
797,2,299.694,394.572
798,2,312.746,404.612
799,2,419.672,328.810
800,2,371.982,307.224
801,2,449.290,292.666
802,2,464.350,293.168
803,2,310.738,350.396
804,2,341.360,419.170
805,2,367.966,468.868
806,2,429.210,491.960
807,2,465.856,498.486
808,2,496.478,482.924
809,2,489.952,468.868
810,2,449.792,360.436
811,2,457.322,362.444
812,2,444.772,319.774
813,2,409.130,371.480
814,2,392.062,302.706
815,2,311.742,371.480
816,2,292.666,417.162
817,2,300.196,471.880
818,2,303.710,499.992
819,2,416.660,486.438
820,2,478.908,471.378
821,2,484.430,450.796
822,2,485.936,485.936
823,2,481.418,495.976
824,2,497.984,497.984
825,2,489.952,498.486
826,2,434.732,499.992
827,2,439.752,469.872
828,2,443.768,483.928
829,2,480.414,342.866
830,2,351.902,353.910
831,2,287.144,429.712
832,2,300.698,290.658
833,2,413.146,257.024
834,2,417.664,338.850
835,2,427.202,346.882
836,2,429.712,324.794
837,2,494.470,394.070
838,2,493.466,309.232
839,2,310.738,10.040
840,2,298.690,4.016
841,2,326.300,16.064
842,2,353.408,7.028
843,2,361.440,12.048
844,2,380.014,12.550
845,2,399.090,8.534
846,2,431.720,6.526
847,2,457.322,3.514
848,2,333.328,5.020
849,2,342.866,9.538
850,2,319.774,6.526
851,2,279.112,50.200
852,2,409.130,5.522
853,2,419.170,9.036
854,2,294.172,108.934
855,2,401.600,118.974
856,2,325.296,180.218
857,2,332.826,186.242
858,2,332.826,196.784
859,2,314.754,205.820
860,2,321.782,198.290
861,2,288.148,206.322
862,2,310.738,133.532
863,2,328.810,171.684
864,2,320.778,165.158
865,2,345.878,158.632
866,2,336.842,159.636
867,2,345.376,130.018
868,2,347.886,114.456
869,2,358.428,103.914
870,2,368.468,95.380
871,2,412.142,83.834
872,2,414.150,97.890
873,2,386.038,136.544
874,2,442.764,124.998
875,2,455.314,118.974
876,2,476.900,103.914
877,2,356.420,157.628
878,2,356.420,215.860
879,2,431.218,219.374
880,2,411.138,233.932
881,2,365.958,148.592
882,2,370.978,105.922
883,2,382.022,146.584
884,2,450.796,63.252
885,2,428.206,69.276
886,2,434.230,181.222
887,2,408.126,179.214
888,2,388.548,204.314
889,2,399.592,238.952
890,2,342.866,38.152
891,2,274.594,218.370
892,2,466.860,186.242
893,2,462.342,175.700
894,2,435.736,195.780
895,2,144.576,384.532
896,2,154.616,384.030
897,2,77.308,426.198
898,2,83.834,423.186
899,2,92.368,431.218
900,2,58.232,460.836
901,2,103.412,464.852
902,2,157.628,459.330
903,2,168.672,455.816
904,2,165.158,468.366
905,2,150.600,475.896
906,2,166.162,496.980
907,2,109.436,480.414
908,2,70.782,484.430
909,2,77.810,477.402
910,2,24.096,481.418
911,2,23.092,458.828
912,2,30.120,431.720
913,2,43.674,419.170
914,2,84.336,412.142
915,2,126.504,409.632
916,2,141.062,404.110
917,2,144.074,396.078
918,2,187.246,455.816
919,2,112.448,400.094
920,2,16.064,349.392
921,2,141.062,338.850
922,2,88.352,371.480
923,2,114.958,435.736
924,2,31.124,498.988
925,3,186.744,247.486
926,3,219.876,101.404
927,3,175.198,107.930
928,3,317.264,308.730
929,3,178.712,243.972
930,3,240.960,409.130
931,3,207.326,473.888
932,3,222.888,501.498
933,3,402.604,133.030
934,3,426.198,279.614
935,3,409.632,321.782
936,3,422.684,263.550
937,3,136.544,120.982
938,3,131.022,115.460
939,3,91.866,119.476
940,3,95.882,112.448
941,3,33.132,130.520
942,3,17.068,129.516
943,3,131.524,103.914
944,3,146.082,101.906
945,3,172.688,98.894
946,3,190.760,96.886
947,3,212.848,92.368
948,3,243.470,93.372
949,3,245.478,96.886
950,3,246.482,102.408
951,3,277.104,76.304
952,3,288.148,84.838
953,3,265.558,70.280
954,3,285.638,64.758
955,3,190.760,110.942
956,3,167.166,119.476
957,3,113.452,127.006
958,3,79.316,140.560
959,3,162.648,137.548
960,3,132.528,131.524
961,3,215.860,132.026
962,3,258.530,118.974
963,3,249.494,121.986
964,3,246.482,111.946
965,3,42.670,149.094
966,3,20.582,155.118
967,3,28.614,160.138
968,3,111.444,151.604
969,3,161.142,147.086
970,3,135.038,146.082
971,3,127.508,154.616
972,3,234.434,151.604
973,3,46.686,172.688
974,3,8.534,164.656
975,3,229.414,90.360
976,3,219.374,116.966
977,3,198.792,118.472
978,3,187.748,134.536
979,3,194.274,146.082
980,3,263.048,211.342
981,3,244.976,248.490
982,3,192.266,210.840
983,3,130.018,190.258
984,3,123.994,172.186
985,3,147.588,154.616
986,3,72.288,164.154
987,3,249.494,160.640
988,3,233.430,162.648
989,3,267.566,153.110
990,3,235.438,138.552
991,3,264.554,141.564
992,3,284.132,102.408
993,3,85.842,146.584
994,3,92.870,130.018
995,3,74.798,132.026
996,3,209.334,267.566
997,3,258.028,233.430
998,3,257.526,271.080
999,3,255.016,291.160
1000,3,152.608,280.618
1001,3,31.124,178.210
1002,3,195.780,242.466
1003,3,183.732,230.920
1004,3,187.748,218.370
1005,3,163.150,237.948
1006,3,145.078,291.160
1007,3,116.966,275.598
1008,3,120.982,283.128
1009,3,235.438,281.120
1010,3,228.912,283.630
1011,3,232.928,292.666
1012,3,257.024,253.008
1013,3,214.354,192.768
1014,3,204.314,209.334
1015,3,161.142,230.418
1016,3,156.624,250.498
1017,3,165.660,251.000
1018,3,134.536,224.896
1019,3,130.520,219.876
1020,3,313.248,68.774
1021,3,293.168,72.790
1022,3,332.324,55.220
1023,3,317.766,55.220
1024,3,376.500,38.152
1025,3,361.942,53.714
1026,3,339.352,63.754
1027,3,344.372,73.292
1028,3,335.838,75.300
1029,3,304.212,79.316
1030,3,314.252,88.352
1031,3,296.180,92.870
1032,3,383.026,51.204
1033,3,415.154,40.662
1034,3,426.198,39.156
1035,3,444.772,45.682
1036,3,413.648,49.196
1037,3,456.318,29.116
1038,3,490.454,21.586
1039,3,467.362,37.148
1040,3,479.410,43.172
1041,3,494.470,33.132
1042,3,472.884,26.606
1043,3,378.006,72.790
1044,3,344.372,84.838
1045,3,352.906,87.850
1046,3,326.802,93.874
1047,3,304.714,102.910
1048,3,357.926,116.966
1049,3,376.500,127.508
1050,3,363.950,117.468
1051,3,420.174,87.850
1052,3,454.310,95.380
1053,3,449.792,109.436
1054,3,439.752,114.958
1055,3,469.872,120.982
1056,3,496.980,107.930
1057,3,409.632,145.580
1058,3,393.066,156.624
1059,3,390.054,181.724
1060,3,407.624,168.170
1061,3,364.452,198.792
1062,3,336.340,248.992
1063,3,346.380,224.896
1064,3,338.348,232.426
1065,3,338.348,232.426
1066,3,331.320,135.540
1067,3,300.196,175.198
1068,3,343.368,208.832
1069,3,325.296,240.458
1070,3,331.320,264.554
1071,3,402.604,151.604
1072,3,419.672,143.070
1073,3,418.166,163.652
1074,3,429.712,167.166
1075,3,461.840,165.660
1076,3,462.342,141.062
1077,3,442.764,79.818
1078,3,422.182,59.738
1079,3,366.962,63.252
1080,3,349.894,67.268
1081,3,351.902,68.774
1082,3,439.250,31.626
1083,3,456.318,49.196
1084,3,322.284,119.476
1085,3,354.914,172.186
1086,3,328.810,257.526
1087,3,324.794,273.590
1088,3,399.090,175.700
1089,3,374.492,191.262
1090,3,451.800,146.082
1091,3,488.948,165.158
1092,3,479.912,174.696
1093,3,496.478,224.394
1094,3,501.498,213.350
1095,3,465.354,242.968
1096,3,445.274,226.904
1097,3,400.094,217.868
1098,3,324.794,281.622
1099,3,304.714,257.024
1100,3,320.778,224.896
1101,3,312.746,237.446
1102,3,265.558,227.406
1103,3,253.510,93.874
1104,3,253.510,93.874
1105,3,374.492,82.830
1106,3,429.712,49.698
1107,3,316.762,78.312
1108,3,326.802,77.308
1109,3,278.108,89.356
1110,3,365.456,73.292
1111,3,417.162,78.312
1112,3,447.282,53.714
1113,3,482.422,24.096
1114,3,459.832,20.582
1115,3,433.728,134.034
1116,3,452.302,132.026
1117,3,345.376,241.964
1118,3,314.252,98.894
1119,3,349.894,186.242
1120,3,467.362,73.292
1121,3,482.924,62.750
1122,3,477.904,57.228
1123,3,419.170,105.420
1124,3,363.448,167.166
1125,3,348.388,197.788
1126,3,332.324,216.864
1127,3,450.294,84.838
1128,3,337.344,88.352
1129,3,254.514,136.042
1130,3,249.494,128.512
1131,3,300.196,163.150
1132,3,447.282,238.450
1133,3,440.254,247.988
1134,3,475.896,75.300
1135,3,446.780,377.504
1136,3,461.840,377.504
1137,3,458.326,398.086
1138,3,464.350,404.110
1139,3,401.098,383.528
1140,3,493.466,366.962
1141,3,491.458,381.018
1142,3,479.410,382.022
1143,3,484.932,371.480
1144,3,493.466,335.838
1145,3,470.876,321.782
1146,3,489.952,281.622
1147,3,498.988,288.650
1148,3,490.454,321.782
1149,3,484.932,299.192
1150,3,469.370,305.216
1151,3,481.920,408.628
